/people/person/places_lived./people/place_lived/location	/base/biblioness/bibs_location/country
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/location/contains	/dataworld/gardening_hint/split_to
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/location/contains	/time/event/locations
/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/tv/tv_program/program_creator	/people/person/place_of_birth
/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/tv/tv_program/program_creator	/people/person/place_of_birth
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/film/actor/film./film/performance/film	/film/film/distributors./film/film_film_distributor_relationship/region
/people/person/employment_history./business/employment_tenure/company	/education/educational_institution/campuses	/organization/organization/headquarters./location/mailing_address/state_province_region
/people/person/employment_history./business/employment_tenure/company	/organization/organization/headquarters./location/mailing_address/state_province_region
/award/award_winner/awards_won./award/award_honor/award_winner	/music/group_member/membership./music/group_membership/group	/music/artist/origin
/music/group_member/membership./music/group_membership/group	/music/artist/origin	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/music/group_member/membership./music/group_membership/group	/music/artist/origin	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/tv/tv_program/country_of_origin
/base/popstra/celebrity/dated./base/popstra/dated/participant	/people/person/place_of_birth	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/film/director/film	/tv/tv_program/country_of_origin
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/tv/tv_program/country_of_origin
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/people/deceased_person/place_of_death	/base/biblioness/bibs_location/country
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/film/film_subject/films	/film/film/country
/base/popstra/celebrity/dated./base/popstra/dated/participant	/influence/influence_node/influenced_by	/people/person/employment_history./business/employment_tenure/company
/base/popstra/celebrity/dated./base/popstra/dated/participant	/influence/influence_node/influenced_by	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/film/actor/dubbing_performances./film/dubbing_performance/language	/media_common/netflix_genre/titles	/film/film/country
/film/actor/dubbing_performances./film/dubbing_performance/language	/media_common/netflix_genre/titles	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/us_county/county_seat	/base/biblioness/bibs_location/country
/people/person/spouse_s./people/marriage/spouse	/people/person/places_lived./people/place_lived/location	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/music/artist/track_contributions./music/track_contribution/role	/music/instrument/instrumentalists	/people/person/place_of_birth
/people/deceased_person/place_of_death	/location/us_county/county_seat	/base/biblioness/bibs_location/country
/people/person/sibling_s./people/sibling_relationship/sibling	/music/artist/origin	/location/administrative_division/country
/people/person/spouse_s./people/marriage/spouse	/people/person/employment_history./business/employment_tenure/company	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/organization/organization_founder/organizations_founded	/education/educational_institution/campuses	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/organization/organization_founder/organizations_founded	/education/educational_institution_campus/educational_institution	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/organization/organization_founder/organizations_founded	/organization/organization/headquarters./location/mailing_address/state_province_region	/dataworld/gardening_hint/split_to
/organization/organization_founder/organizations_founded	/organization/organization/headquarters./location/mailing_address/state_province_region	/location/administrative_division/country
/organization/organization_founder/organizations_founded	/organization/organization/headquarters./location/mailing_address/state_province_region	/time/event/locations
/organization/organization_founder/organizations_founded	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/base/popstra/celebrity/dated./base/popstra/dated/participant	/people/person/places_lived./people/place_lived/location
/award/award_winner/awards_won./award/award_honor/award_winner	/people/person/place_of_birth	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/base/americancomedy/celebrity_impressionist/celebrities_impersonated	/people/person/places_lived./people/place_lived/location
/base/americancomedy/celebrity_impressionist/celebrities_impersonated	/award/award_winner/awards_won./award/award_honor/award_winner	/music/artist/origin
/base/americancomedy/celebrity_impressionist/celebrities_impersonated	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/music/artist/origin
/influence/influence_node/influenced_by	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/people/person/spouse_s./people/marriage/spouse	/organization/organization_founder/organizations_founded	/organization/organization/headquarters./location/mailing_address/country
/people/person/places_lived./people/place_lived/location	/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/people/deceased_person/place_of_death	/location/administrative_division/country
/music/artist/origin	/base/biblioness/bibs_location/country	/location/administrative_division/first_level_division_of
/music/artist/origin	/base/biblioness/bibs_location/country	/base/aareas/schema/administrative_area/administrative_parent
/music/artist/origin	/base/biblioness/bibs_location/country	/location/administrative_division/country
/music/artist/origin	/base/biblioness/bibs_location/country	/time/event/locations
/people/person/spouse_s./people/marriage/location_of_ceremony	/dataworld/gardening_hint/split_to	/base/biblioness/bibs_location/country
/influence/influence_node/influenced_by	/people/person/place_of_birth	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division
/influence/influence_node/peers./influence/peer_relationship/peers	/people/person/places_lived./people/place_lived/location	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division
/influence/influence_node/peers./influence/peer_relationship/peers	/people/person/place_of_birth	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division
/people/person/place_of_birth	/media_common/netflix_genre/titles	/film/film/runtime./film/film_cut/film_release_region
/organization/organization_founder/organizations_founded	/organization/organization/headquarters./location/mailing_address/state_province_region	/base/biblioness/bibs_location/country
/organization/organization_founder/organizations_founded	/education/educational_institution/students_graduates./education/education/student	/people/person/places_lived./people/place_lived/location
/organization/organization_founder/organizations_founded	/education/educational_institution_campus/educational_institution	/organization/organization/headquarters./location/mailing_address/country
/organization/organization_founder/organizations_founded	/education/educational_institution/campuses	/organization/organization/headquarters./location/mailing_address/country
/organization/organization_founder/organizations_founded	/organization/organization_member/member_of./organization/organization_membership/organization	/organization/organization/headquarters./location/mailing_address/country
/organization/organization_founder/organizations_founded	/user/ktrueman/default_domain/international_organization/member_states	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/organization/organization_founder/organizations_founded	/user/ktrueman/default_domain/international_organization/member_states	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/organization/organization_founder/organizations_founded	/user/ktrueman/default_domain/international_organization/member_states	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/organization/organization_founder/organizations_founded	/user/ktrueman/default_domain/international_organization/member_states
/organization/organization_founder/organizations_founded	/user/ktrueman/default_domain/international_organization/member_states	/dataworld/gardening_hint/split_to
/organization/organization_founder/organizations_founded	/film/film_subject/films	/film/film/country
/organization/organization_founder/organizations_founded	/film/film_subject/films	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/people/person/places_lived./people/place_lived/location	/dataworld/gardening_hint/split_to	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/people/person/places_lived./people/place_lived/location	/time/event/locations	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/people/person/places_lived./people/place_lived/location	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/location/contains
/award/award_winner/awards_won./award/award_honor/award_winner	/base/popstra/celebrity/dated./base/popstra/dated/participant	/people/person/places_lived./people/place_lived/location
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/places_lived./people/place_lived/location
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/base/popstra/celebrity/dated./base/popstra/dated/participant	/people/person/places_lived./people/place_lived/location
/people/person/employment_history./business/employment_tenure/company	/organization/organization/child./organization/organization_relationship/child	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/language
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/film/actor/film./film/performance/film	/film/film/language
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/film/director/film	/film/film/language
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/film/actor/film./film/performance/film	/film/film/featured_film_locations
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/people/person/places_lived./people/place_lived/location	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/people/person/places_lived./people/place_lived/location	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/film/director/film	/award/award_winning_work/awards_won./award/award_honor/award_winner	/people/person/spouse_s./people/marriage/location_of_ceremony
/people/person/places_lived./people/place_lived/location	/dataworld/gardening_hint/split_to	/base/biblioness/bibs_location/country
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/organization/organization_member/member_of./organization/organization_membership/organization	/organization/organization/headquarters./location/mailing_address/country
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/employment_history./business/employment_tenure/company	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/film/film/country
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/organization/organization_founder/organizations_founded	/organization/organization/headquarters./location/mailing_address/country
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/deceased_person/place_of_death	/base/aareas/schema/administrative_area/administrative_parent
/people/deceased_person/place_of_death	/location/administrative_division/country	/location/location/contains
/people/person/place_of_birth	/base/aareas/schema/administrative_area/administrative_parent	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/government/politician/government_positions_held./government/government_position_held/basic_title	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/government/politician/government_positions_held./government/government_position_held/basic_title	/business/job_title/people_with_this_title./business/employment_tenure/company
/award/award_winner/awards_won./award/award_honor/award_winner	/government/politician/government_positions_held./government/government_position_held/basic_title	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office
/award/award_winner/awards_won./award/award_honor/award_winner	/government/politician/government_positions_held./government/government_position_held/basic_title	/business/job_title/people_with_this_title./business/employment_tenure/company
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/base/aareas/schema/administrative_area/capital	/location/administrative_division/country
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/distributors./film/film_film_distributor_relationship/region
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/film/actor/film./film/performance/film	/film/film/distributors./film/film_film_distributor_relationship/region
/organization/organization_founder/organizations_founded	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/tv/tv_program/country_of_origin
/organization/organization_founder/organizations_founded	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	/dataworld/gardening_hint/split_to
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/us_county/county_seat	/base/biblioness/bibs_location/country
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/person/place_of_birth
/film/film_set_designer/film_sets_designed	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/tv/tv_program/country_of_origin
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/deceased_person/place_of_burial
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/deceased_person/place_of_burial	/dataworld/gardening_hint/split_to
/film/film_set_designer/film_sets_designed	/award/award_winning_work/awards_won./award/award_honor/honored_for	/film/film/runtime./film/film_cut/film_release_region
/film/film_set_designer/film_sets_designed	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/location/administrative_division/country
/people/person/employment_history./business/employment_tenure/company	/education/educational_institution/students_graduates./education/education/student	/music/artist/origin
/people/person/employment_history./business/employment_tenure/company	/education/educational_institution_campus/educational_institution	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/runtime./film/film_cut/film_release_region	/location/location/contains
/people/person/spouse_s./people/marriage/spouse	/award/award_winner/awards_won./award/award_honor/award_winner	/people/person/places_lived./people/place_lived/location
/influence/influence_node/influenced_by	/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/people/person/places_lived./people/place_lived/location
/sports/pro_athlete/teams./sports/sports_team_roster/team	/organization/organization/headquarters./location/mailing_address/citytown	/location/administrative_division/country
/soccer/football_player/current_team./sports/sports_team_roster/team	/organization/organization/headquarters./location/mailing_address/citytown	/location/administrative_division/country
/soccer/football_player/current_team./sports/sports_team_roster/team	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/award/award_winner/awards_won./award/award_honor/award_winner	/film/film/country
/award/award_winner/awards_won./award/award_honor/award_winner	/award/award_winner/awards_won./award/award_honor/award_winner	/film/film/country
/people/person/spouse_s./people/marriage/spouse	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/administrative_division/first_level_division_of
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/language
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/film/film/language
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/location/contains
/people/person/spouse_s./people/marriage/location_of_ceremony	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/location/location/contains
/people/person/places_lived./people/place_lived/location	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/base/locations/continents/countries_within
/people/person/places_lived./people/place_lived/location	/location/location/contains	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/people/person/places_lived./people/place_lived/location	/location/location/partially_contains	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/people/person/places_lived./people/place_lived/location	/location/location/partially_contains	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/influence/influence_node/peers./influence/peer_relationship/peers	/film/director/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/people/person/places_lived./people/place_lived/location
/film/director/film	/award/award_winning_work/awards_won./award/award_honor/honored_for	/film/film/distributors./film/film_film_distributor_relationship/region
/film/director/film	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/film/film/distributors./film/film_film_distributor_relationship/region
/influence/influence_node/peers./influence/peer_relationship/peers	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/tv/tv_program/country_of_origin
/influence/influence_node/peers./influence/peer_relationship/peers	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/tv/tv_program/country_of_origin
/influence/influence_node/peers./influence/peer_relationship/peers	/film/director/film	/film/film/country
/influence/influence_node/peers./influence/peer_relationship/peers	/film/director/film	/film/film/runtime./film/film_cut/film_release_region
/influence/influence_node/peers./influence/peer_relationship/peers	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/runtime./film/film_cut/film_release_region
/influence/influence_node/peers./influence/peer_relationship/peers	/film/actor/film./film/performance/film	/film/film/runtime./film/film_cut/film_release_region
/influence/influence_node/peers./influence/peer_relationship/peers	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/film/film/country
/influence/influence_node/peers./influence/peer_relationship/peers	/people/person/employment_history./business/employment_tenure/company	/organization/organization/headquarters./location/mailing_address/country
/influence/influence_node/peers./influence/peer_relationship/peers	/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/film/director/film	/film/film/distributors./film/film_film_distributor_relationship/region	/dataworld/gardening_hint/split_to
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/location/contains	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/location/contains
/people/person/spouse_s./people/marriage/location_of_ceremony	/media_common/netflix_genre/titles	/film/film/featured_film_locations
/award/award_winner/awards_won./award/award_honor/award_winner	/award/award_winning_work/awards_won./award/award_honor/award_winner	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/award/award_winner/awards_won./award/award_honor/award_winner	/media_common/netflix_genre/titles	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/award/award_winner/awards_won./award/award_honor/award_winner	/media_common/netflix_genre/titles	/film/film/country
/people/person/employment_history./business/employment_tenure/company	/organization/organization/place_founded	/organization/organization/headquarters./location/mailing_address/country
/people/person/employment_history./business/employment_tenure/company	/organization/organization/place_founded	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/film/director/film	/film/film/country	/location/administrative_division/first_level_division_of
/film/director/film	/film/film/country	/time/event/locations
/influence/influence_node/influenced_by	/film/director/film	/film/film/distributors./film/film_film_distributor_relationship/region
/organization/organization_founder/organizations_founded	/dataworld/gardening_hint/split_to	/base/biblioness/bibs_location/country
/organization/organization_founder/organizations_founded	/dataworld/gardening_hint/split_to	/location/administrative_division/country
/people/person/employment_history./business/employment_tenure/company	/media_common/netflix_genre/titles	/film/film/runtime./film/film_cut/film_release_region
/people/deceased_person/place_of_burial	/base/biblioness/bibs_location/state	/base/aareas/schema/administrative_area/administrative_parent
/people/person/profession	/film/film_subject/films	/film/film/country
/sports/pro_athlete/teams./sports/sports_team_roster/team	/organization/organization/headquarters./location/mailing_address/state_province_region	/location/administrative_division/first_level_division_of
/sports/pro_athlete/teams./sports/sports_team_roster/team	/organization/organization/headquarters./location/mailing_address/state_province_region	/base/aareas/schema/administrative_area/administrative_parent
/music/group_member/membership./music/group_membership/group	/award/award_winner/awards_won./award/award_honor/award_winner	/music/artist/origin
/influence/influence_node/peers./influence/peer_relationship/peers	/people/person/employment_history./business/employment_tenure/company	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/music/group_member/membership./music/group_membership/group	/music/artist/origin	/location/administrative_division/first_level_division_of
/music/group_member/membership./music/group_membership/group	/music/artist/origin	/base/aareas/schema/administrative_area/administrative_parent
/music/group_member/membership./music/group_membership/group	/music/artist/origin	/time/event/locations
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/featured_film_locations
/people/person/spouse_s./people/marriage/spouse	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/featured_film_locations
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/people/person/places_lived./people/place_lived/location
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/people/person/places_lived./people/place_lived/location
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/dataworld/gardening_hint/split_to
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/time/event/locations
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/film/film_subject/films	/film/film/distributors./film/film_film_distributor_relationship/region
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/time/event/locations
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/contains	/organization/organization/headquarters./location/mailing_address/state_province_region
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/administrative_division/country	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/deceased_person/place_of_burial	/base/biblioness/bibs_location/country
/base/popstra/celebrity/dated./base/popstra/dated/participant	/people/person/employment_history./business/employment_tenure/company	/organization/organization/headquarters./location/mailing_address/country
/people/person/spouse_s./people/marriage/spouse	/people/person/spouse_s./people/marriage/spouse	/music/artist/origin
/influence/influence_node/peers./influence/peer_relationship/peers	/people/deceased_person/place_of_death	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division
/people/person/spouse_s./people/marriage/spouse	/people/deceased_person/place_of_burial	/location/administrative_division/first_level_division_of
/people/person/spouse_s./people/marriage/spouse	/people/deceased_person/place_of_burial	/base/aareas/schema/administrative_area/administrative_parent
/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program	/tv/tv_program/country_of_origin	/location/location/contains
/organization/organization_founder/organizations_founded	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/organization/organization_founder/organizations_founded	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/edited_by	/people/person/place_of_birth
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/music/artist/origin
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/film/actor/dubbing_performances./film/dubbing_performance/language	/language/human_language/countries_spoken_in
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/base/popstra/celebrity/dated./base/popstra/dated/participant	/people/person/places_lived./people/place_lived/location
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/music/artist/origin
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/people/person/places_lived./people/place_lived/location
/base/popstra/celebrity/dated./base/popstra/dated/participant	/film/actor/dubbing_performances./film/dubbing_performance/language	/language/human_language/countries_spoken_in
/base/popstra/celebrity/dated./base/popstra/dated/participant	/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/music/artist/origin
/base/popstra/celebrity/dated./base/popstra/dated/participant	/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/people/person/places_lived./people/place_lived/location
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/music/artist/origin
/award/award_winner/awards_won./award/award_honor/award_winner	/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/music/artist/origin
/people/person/places_lived./people/place_lived/location	/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer	/music/artist/origin
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/music/artist/origin
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/music/artist/origin
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/people/person/places_lived./people/place_lived/location
/base/popstra/celebrity/dated./base/popstra/dated/participant	/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/music/artist/origin
/people/person/religion	/people/ethnicity/languages_spoken	/language/human_language/countries_spoken_in
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/distributors./film/film_film_distributor_relationship/region
/award/award_winner/awards_won./award/award_honor/award_winner	/media_common/netflix_genre/titles	/tv/tv_program/country_of_origin
/influence/influence_node/influenced_by	/organization/organization_founder/organizations_founded	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/people/deceased_person/place_of_burial	/location/administrative_division/first_level_division_of
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/people/deceased_person/place_of_burial	/base/aareas/schema/administrative_area/administrative_parent
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/produced_by	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/written_by	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/influence/influence_node/influenced_by	/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/award/award_winner/awards_won./award/award_honor/award_winner	/people/person/religion	/people/ethnicity/geographic_distribution
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/place_of_birth	/location/administrative_division/first_level_division_of
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/person/place_of_birth	/time/event/locations
/base/popstra/celebrity/dated./base/popstra/dated/participant	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/language
/base/popstra/celebrity/dated./base/popstra/dated/participant	/film/actor/film./film/performance/film	/film/film/language
/base/popstra/celebrity/dated./base/popstra/dated/participant	/film/director/film	/film/film/language
/film/director/film	/film/film/music	/music/artist/origin
/people/person/spouse_s./people/marriage/spouse	/award/award_winner/awards_won./award/award_honor/award_winner	/people/person/place_of_birth
/people/person/spouse_s./people/marriage/spouse	/film/director/film	/film/film/featured_film_locations
/people/person/employment_history./business/employment_tenure/company	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/base/biblioness/bibs_location/country
/film/film_subject/films	/film/film/runtime./film/film_cut/film_release_region	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/film/director/film	/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue	/location/administrative_division/country
/film/director/film	/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue	/base/biblioness/bibs_location/country
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/influence/influence_node/influenced_by	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/organization/organization_founder/organizations_founded	/education/educational_institution/students_graduates./education/education/student	/people/person/employment_history./business/employment_tenure/company
/organization/organization_founder/organizations_founded	/education/educational_institution/students_graduates./education/education/student	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/contains	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/contains
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/media_common/netflix_genre/titles	/film/film/featured_film_locations
/base/popstra/celebrity/dated./base/popstra/dated/participant	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/places_lived./people/place_lived/location
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/executive_produced_by	/people/person/place_of_birth
